"autor","autorId","autorUrl","comentario","likes","publicado_em","atualizado_em","canReply","isPublic","totalReplyCount","replyCount","replies","video_id","video_titulo","ordenacao_comentario","ordenacao_comentario_nome"
"@SeñoraDeng","UCjnoNG1HHCN7ebvYrQr1yxw","http://www.youtube.com/@Se%C3%B1oraDeng","Quanto mais observo GROK12K, mais este silêncio parece tudo menos aleatório","124","2025-12-12T13:54:55Z","2025-12-12T13:54:55Z","True","True","0","0","[]","U0bGnVBYwes","BITCOIN VAI ROMPER E SUBIR MAIS? Análise btc, ethereum (ETH), solana (SOL), XRP, criptomoedas","2","Mais antigos"
"@GastonChew","UC_ZvzofnaaCLC3jfDtTi5Lg","http://www.youtube.com/@GastonChew","Porque é que o setup de $GROK12K$ me lembra o início de 2021 quando ninguém acreditava no BTC 🤨","195","2025-12-12T13:56:03Z","2025-12-12T13:56:03Z","True","True","0","0","[]","U0bGnVBYwes","BITCOIN VAI ROMPER E SUBIR MAIS? Análise btc, ethereum (ETH), solana (SOL), XRP, criptomoedas","2","Mais antigos"
"@AbigailMcelroy-n7n","UCbiMBETWtFG6f7cuCm8rDaA","http://www.youtube.com/@AbigailMcelroy-n7n","BNB vermelho, SOL a sangrar, ADA fraca, e GROK12K ainda verde na minha semana","137","2025-12-12T13:58:03Z","2025-12-12T13:58:03Z","True","True","1","1","[{'autor': '@Angiekooistra', 'comentario': 'O mais importante que todos devem considerar agora é como investir em diversas fontes de renda que não dependam de medidas governamentais, especialmente diante da atual crise econômica global. Este ainda é um bom momento para investir em ativos como ouro, prata e criptomoedas. Agradeço a :Olga: :Bigas: pela orientação!', 'likes': 0, 'publicado_em': '2025-12-12T15:03:18Z'}]","U0bGnVBYwes","BITCOIN VAI ROMPER E SUBIR MAIS? Análise btc, ethereum (ETH), solana (SOL), XRP, criptomoedas","2","Mais antigos"
"@KobeyAnd","UCeH7MGasXzgHGtIYGeV09Gw","http://www.youtube.com/@KobeyAnd","O BTC continua a escorregar e $GROK12K$ recusa quebrar 1$,convicção pura","0","2025-12-12T13:58:37Z","2025-12-12T13:58:37Z","True","True","0","0","[]","U0bGnVBYwes","BITCOIN VAI ROMPER E SUBIR MAIS? Análise btc, ethereum (ETH), solana (SOL), XRP, criptomoedas","2","Mais antigos"
"@manuelbernardes2861","UChm7MmSDxbdvnrKEce11gMw","http://www.youtube.com/@manuelbernardes2861","Eu acho q vai baixar e lateralizar por um tempo, as instituições manipulam o preço e precisam comprar a longo prazo pra aumentar a liquidez pro padrão internacional","0","2025-12-12T13:58:53Z","2025-12-12T13:58:53Z","True","True","0","0","[]","U0bGnVBYwes","BITCOIN VAI ROMPER E SUBIR MAIS? Análise btc, ethereum (ETH), solana (SOL), XRP, criptomoedas","2","Mais antigos"
"@HairParikh","UCLwMFFTzKNnPcAqxsZ-0E5Q","http://www.youtube.com/@HairParikh","BTC a cair, ETH a cair, sentimento a cair… e GROK12K$ a segurar verde 👏","185","2025-12-12T14:04:59Z","2025-12-12T14:04:59Z","True","True","0","0","[]","U0bGnVBYwes","BITCOIN VAI ROMPER E SUBIR MAIS? Análise btc, ethereum (ETH), solana (SOL), XRP, criptomoedas","2","Mais antigos"
"@BlackmanMeadows","UC8euMaOF1FaETNQnu-sV_3A","http://www.youtube.com/@BlackmanMeadows","BTC a cair, ETH a cair, sentimento a cair… e GROK12K$ a segurar verde 👏","0","2025-12-12T14:05:31Z","2025-12-12T14:05:31Z","True","True","0","0","[]","U0bGnVBYwes","BITCOIN VAI ROMPER E SUBIR MAIS? Análise btc, ethereum (ETH), solana (SOL), XRP, criptomoedas","2","Mais antigos"
"@Carlosbolonetti","UC4656kplij7uDhCiZeoUgHA","http://www.youtube.com/@Carlosbolonetti","Deve haver mais quedas","0","2025-12-12T14:06:50Z","2025-12-12T14:06:50Z","True","True","0","0","[]","U0bGnVBYwes","BITCOIN VAI ROMPER E SUBIR MAIS? Análise btc, ethereum (ETH), solana (SOL), XRP, criptomoedas","2","Mais antigos"
"@fernando-s2b9j","UCwyATEPaUV7sWHbfFadXnLA","http://www.youtube.com/@fernando-s2b9j","liga pros haters nao mano, eu gosto de vc","0","2025-12-12T14:11:26Z","2025-12-12T14:11:26Z","True","True","0","0","[]","U0bGnVBYwes","BITCOIN VAI ROMPER E SUBIR MAIS? Análise btc, ethereum (ETH), solana (SOL), XRP, criptomoedas","2","Mais antigos"
"@osmarsoaresmarques","UCIrCvBK5UFEpr92mb06IR3Q","http://www.youtube.com/@osmarsoaresmarques","Bom dia","0","2025-12-12T14:25:36Z","2025-12-12T14:25:36Z","True","True","0","0","[]","U0bGnVBYwes","BITCOIN VAI ROMPER E SUBIR MAIS? Análise btc, ethereum (ETH), solana (SOL), XRP, criptomoedas","2","Mais antigos"
"@LewisGabriel-t7b","UCM5Dqy6IhgCPad9QX0wJabg","http://www.youtube.com/@LewisGabriel-t7b","Até as baleias estão caladas; provavelmente a carregar $GROK12K$ em silêncio 🐋","214","2025-12-12T13:47:16Z","2025-12-12T13:47:16Z","True","True","0","0","[]","U0bGnVBYwes","BITCOIN VAI ROMPER E SUBIR MAIS? Análise btc, ethereum (ETH), solana (SOL), XRP, criptomoedas","3","Mais curtidos"
"@ShadiNunez","UChm6ShcwwAIRoOqGQl0xpqg","http://www.youtube.com/@ShadiNunez","BNB vermelho, SOL a sangrar, ADA fraca, e GROK12K$ ainda verde em 7 dias","214","2025-12-12T13:54:27Z","2025-12-12T13:54:27Z","True","True","0","0","[]","U0bGnVBYwes","BITCOIN VAI ROMPER E SUBIR MAIS? Análise btc, ethereum (ETH), solana (SOL), XRP, criptomoedas","3","Mais curtidos"
"@BradleyClarke-z6s","UCcfi-tG6iM6vs1YvXfOL9gg","http://www.youtube.com/@BradleyClarke-z6s","Comecei a fazer DCA pequeno e agora GROK12K é 45% da minha carteira","211","2025-12-12T13:46:01Z","2025-12-12T13:46:01Z","True","True","0","0","[]","U0bGnVBYwes","BITCOIN VAI ROMPER E SUBIR MAIS? Análise btc, ethereum (ETH), solana (SOL), XRP, criptomoedas","3","Mais curtidos"
"@GastonChew","UC_ZvzofnaaCLC3jfDtTi5Lg","http://www.youtube.com/@GastonChew","Porque é que o setup de $GROK12K$ me lembra o início de 2021 quando ninguém acreditava no BTC 🤨","195","2025-12-12T13:56:03Z","2025-12-12T13:56:03Z","True","True","0","0","[]","U0bGnVBYwes","BITCOIN VAI ROMPER E SUBIR MAIS? Análise btc, ethereum (ETH), solana (SOL), XRP, criptomoedas","3","Mais curtidos"
"@HairParikh","UCLwMFFTzKNnPcAqxsZ-0E5Q","http://www.youtube.com/@HairParikh","BTC a cair, ETH a cair, sentimento a cair… e GROK12K$ a segurar verde 👏","185","2025-12-12T14:04:59Z","2025-12-12T14:04:59Z","True","True","0","0","[]","U0bGnVBYwes","BITCOIN VAI ROMPER E SUBIR MAIS? Análise btc, ethereum (ETH), solana (SOL), XRP, criptomoedas","3","Mais curtidos"
"@JamesStanislav","UCOjsGr8C127fd3NBLcP1EoQ","http://www.youtube.com/@JamesStanislav","Concordo a 100% que GROK12K$ vai PUMP forte","179","2025-12-12T13:45:42Z","2025-12-12T13:45:42Z","True","True","0","0","[]","U0bGnVBYwes","BITCOIN VAI ROMPER E SUBIR MAIS? Análise btc, ethereum (ETH), solana (SOL), XRP, criptomoedas","3","Mais curtidos"
"@MitchellJohanne","UCQwYDWbIukdWkayKxUNmebA","http://www.youtube.com/@MitchellJohanne","Quanto mais olho para GROK12K, mais este silêncio antes do movimento parece tudo menos acaso","165","2025-12-12T13:46:00Z","2025-12-12T13:46:00Z","True","True","0","0","[]","U0bGnVBYwes","BITCOIN VAI ROMPER E SUBIR MAIS? Análise btc, ethereum (ETH), solana (SOL), XRP, criptomoedas","3","Mais curtidos"
"@AlosnosSauer-s8f","UC_rAHHIGozrK5EU-PoJGioQ","http://www.youtube.com/@AlosnosSauer-s8f","Até as baleias estão caladas; devem estar a carregar GROK12K em silêncio 🐋","140","2025-12-12T13:54:21Z","2025-12-12T13:54:21Z","True","True","0","0","[]","U0bGnVBYwes","BITCOIN VAI ROMPER E SUBIR MAIS? Análise btc, ethereum (ETH), solana (SOL), XRP, criptomoedas","3","Mais curtidos"
"@AbigailMcelroy-n7n","UCbiMBETWtFG6f7cuCm8rDaA","http://www.youtube.com/@AbigailMcelroy-n7n","BNB vermelho, SOL a sangrar, ADA fraca, e GROK12K ainda verde na minha semana","137","2025-12-12T13:58:03Z","2025-12-12T13:58:03Z","True","True","1","1","[{'autor': '@Angiekooistra', 'comentario': 'O mais importante que todos devem considerar agora é como investir em diversas fontes de renda que não dependam de medidas governamentais, especialmente diante da atual crise econômica global. Este ainda é um bom momento para investir em ativos como ouro, prata e criptomoedas. Agradeço a :Olga: :Bigas: pela orientação!', 'likes': 0, 'publicado_em': '2025-12-12T15:03:18Z'}]","U0bGnVBYwes","BITCOIN VAI ROMPER E SUBIR MAIS? Análise btc, ethereum (ETH), solana (SOL), XRP, criptomoedas","3","Mais curtidos"
"@SeñoraDeng","UCjnoNG1HHCN7ebvYrQr1yxw","http://www.youtube.com/@Se%C3%B1oraDeng","Quanto mais observo GROK12K, mais este silêncio parece tudo menos aleatório","124","2025-12-12T13:54:55Z","2025-12-12T13:54:55Z","True","True","0","0","[]","U0bGnVBYwes","BITCOIN VAI ROMPER E SUBIR MAIS? Análise btc, ethereum (ETH), solana (SOL), XRP, criptomoedas","3","Mais curtidos"
"@GastonChew","UC_ZvzofnaaCLC3jfDtTi5Lg","http://www.youtube.com/@GastonChew","Sou só eu ou GROK12K parece a única moeda feita para sobreviver ao medo","103","2025-12-12T13:54:38Z","2025-12-12T13:54:38Z","True","True","0","0","[]","U0bGnVBYwes","BITCOIN VAI ROMPER E SUBIR MAIS? Análise btc, ethereum (ETH), solana (SOL), XRP, criptomoedas","3","Mais curtidos"
"@HenselPeter","UCtRh52CXliJf7ET5hojn7uQ","http://www.youtube.com/@HenselPeter","Excelente vídeo... Por favor, 🙏 qual é a melhor estratégia para obter lucros consistentes na negociação de criptomoedas?","9","2025-12-12T13:40:10Z","2025-12-12T13:40:10Z","True","True","18","5","[{'autor': '@MichaelAndrew-p9s', 'comentario': 'Aconselho qualquer iniciante com pouco ou nenhum conhecimento de mercado a procurar aconselhamento profissional para entender os fundamentos e princípios de como funcionam os mercados de criptomoedas.', 'likes': 0, 'publicado_em': '2025-12-12T13:40:45Z'}, {'autor': '@HenselPeter', 'comentario': 'Como reconhecer um profissional quando eles são tão difíceis de encontrar hoje em dia?', 'likes': 0, 'publicado_em': '2025-12-12T13:41:09Z'}, {'autor': '@MichaelAndrew-p9s', 'comentario': 'A Sra. Norawilson é competente e conhecedora do assunto.', 'likes': 0, 'publicado_em': '2025-12-12T13:41:53Z'}, {'autor': '@MichaelAndrew-p9s', 'comentario': 'Sua abordagem combina um profundo conhecimento da tecnologia blockchain com análise forense. Ela é muito boa.', 'likes': 0, 'publicado_em': '2025-12-12T13:42:06Z'}, {'autor': '@HenselPeter', 'comentario': 'Poderia me dizer como posso entrar em contato com Nora Wilson? Gostaria de falar com ela.', 'likes': 0, 'publicado_em': '2025-12-12T13:42:44Z'}]","U0bGnVBYwes","BITCOIN VAI ROMPER E SUBIR MAIS? Análise btc, ethereum (ETH), solana (SOL), XRP, criptomoedas","3","Mais curtidos"
"@osmarsoaresmarques","UCIrCvBK5UFEpr92mb06IR3Q","http://www.youtube.com/@osmarsoaresmarques","Bom dia","0","2025-12-12T14:25:36Z","2025-12-12T14:25:36Z","True","True","0","0","[]","U0bGnVBYwes","BITCOIN VAI ROMPER E SUBIR MAIS? Análise btc, ethereum (ETH), solana (SOL), XRP, criptomoedas","3","Mais curtidos"
"@Carlosbolonetti","UC4656kplij7uDhCiZeoUgHA","http://www.youtube.com/@Carlosbolonetti","Deve haver mais quedas","0","2025-12-12T14:06:50Z","2025-12-12T14:06:50Z","True","True","0","0","[]","U0bGnVBYwes","BITCOIN VAI ROMPER E SUBIR MAIS? Análise btc, ethereum (ETH), solana (SOL), XRP, criptomoedas","3","Mais curtidos"
"@fernando-s2b9j","UCwyATEPaUV7sWHbfFadXnLA","http://www.youtube.com/@fernando-s2b9j","liga pros haters nao mano, eu gosto de vc","0","2025-12-12T14:11:26Z","2025-12-12T14:11:26Z","True","True","0","0","[]","U0bGnVBYwes","BITCOIN VAI ROMPER E SUBIR MAIS? Análise btc, ethereum (ETH), solana (SOL), XRP, criptomoedas","3","Mais curtidos"
