rank,titulo,autores,autores_lista,ano,link,resumo,citacoes,referencias,venue,fields_of_study,publication_types,publication_date,journal,paper_id,external_ids,is_open_access,open_access_pdf,termo,tentativa
1,Bitcoin: A Peer-to-Peer Electronic Cash System,Anthony Dewayne Hunt,['Anthony Dewayne Hunt'],2008,https://www.semanticscholar.org/paper/4e9ec92a90c5d571d2f1d496f8df01f0a8f38596,,22451,76,,None,None,,,4e9ec92a90c5d571d2f1d496f8df01f0a8f38596,"{""DOI"": ""10.2139/ssrn.3440802"", ""CorpusId"": 236214795}",False,,bitcoin,1
2,Analysis of Bitcoin Price Prediction Using Machine Learning,Junwei Chen,['Junwei Chen'],2023,https://www.semanticscholar.org/paper/b5494d463623b91e63fee94c9e5976fdc7e888b7,"The research purpose of this paper is to obtain an algorithm model with high prediction accuracy for the price of Bitcoin on the next day through random forest regression and LSTM, and to explain which variables have influence on the price of Bitcoin. There is much prior literature on Bitcoin price prediction research, and the research methods mainly revolve around the ARMA model of time series and the LSTM algorithm of deep learning. Although it cannot be proved by the Diebold–Mariano test that the prediction accuracy of random forest regression is significantly better than that of LSTM, the prediction errors RMSE and MAPE of random forest regression are better than those of LSTM. The changes in the variables that determine the price of Bitcoin in each period are also obtained through random forest regression. From 2015 to 2018, three US stock market indexes, NASDAQ, DJI, and S&P500 and oil price, and ETH price have impact on Bitcoin prices. Since 2018, the important variables have become ETH price and Japanese stock market index JP225. The relationship between accuracy and the number of periods of explanatory variables brought into the model shows that for predicting the price of Bitcoin for the next day, the model with only one lag of the explanatory variables has the best prediction accuracy.",100,37,Journal of Risk and Financial Management,None,None,2023-01-13,Journal of Risk and Financial Management,b5494d463623b91e63fee94c9e5976fdc7e888b7,"{""DOI"": ""10.3390/jrfm16010051"", ""CorpusId"": 255921804}",True,https://www.mdpi.com/1911-8074/16/1/51/pdf?version=1673593321,bitcoin,1
3,Bitcoin Proof of Stake: A Peer-to-Peer Electronic Cash System,,[],2020,https://www.semanticscholar.org/paper/433561f47f9416a6500c8350414fdd504acd2e5e,,626,5,,None,None,,,433561f47f9416a6500c8350414fdd504acd2e5e,"{""CorpusId"": 222131697}",False,,bitcoin,1
4,Demystifying Fraudulent Transactions and Illicit Nodes in the Bitcoin Network for Financial Forensics,"Youssef Elmougy, Ling Liu","['Youssef Elmougy', 'Ling Liu']",2023,https://www.semanticscholar.org/paper/75c4f0f3afc809f446daa157851a2c5a2af6075c,"Blockchain provides the unique and accountable channel for financial forensics by mining its open and immutable transaction data. A recent surge has been witnessed by training machine learning models with cryptocurrency transaction data for anomaly detection, such as money laundering and other fraudulent activities. This paper presents a holistic applied data science approach to fraud detection in the Bitcoin network with two original contributions. First, we contribute the Elliptic++dataset, which extends the Elliptic transaction dataset to include over 822k Bitcoin wallet addresses (nodes), each with 56 features, and 1.27M temporal interactions. This enables both the detection of fraudulent transactions and the detection of illicit addresses (actors) in the Bitcoin network by leveraging four types of graph data: (i) the transaction-to-transaction graph, representing the money flow in the Bitcoin network, (ii) the address-to-address interaction graph, capturing the types of transaction flows between Bitcoin addresses, (iii) the address-transaction graph, representing the bi-directional money flow between addresses and transactions (BTC flow from input address to one or more transactions and BTC flow from a transaction to one or more output addresses), and (iv) the user entity graph, capturing clusters of Bitcoin addresses representing unique Bitcoin users. Second, we perform fraud detection tasks on all four graphs by using diverse machine learning algorithms. We show that adding enhanced features from the address-to-address and the address-transaction graphs not only assists in effectively detecting both illicit transactions and illicit addresses, but also assists in gaining in-depth understanding of the root cause of money laundering vulnerabilities in cryptocurrency transactions and the strategies for fraud detection and prevention. The Elliptic++ dataset is released at https://www.github.com/git-disl/EllipticPlusPlus.",60,49,Knowledge Discovery and Data Mining,Computer Science,"JournalArticle, Book, Conference",2023-05-25,Proceedings of the 29th ACM SIGKDD Conference on Knowledge Discovery and Data Mining,75c4f0f3afc809f446daa157851a2c5a2af6075c,"{""DBLP"": ""journals/corr/abs-2306-06108"", ""ArXiv"": ""2306.06108"", ""DOI"": ""10.1145/3580305.3599803"", ""CorpusId"": 259137411}",True,https://arxiv.org/pdf/2306.06108,bitcoin,1
5,The Bitcoin Backbone Protocol: Analysis and Applications,"J. Garay, A. Kiayias, Nikos Leonardos","['J. Garay', 'A. Kiayias', 'Nikos Leonardos']",2015,https://www.semanticscholar.org/paper/9b5618e4d3295ac642e03681e3b9c7bf6db265e3,"Bitcoin is the first and most popular decentralized cryptocurrency to date. In this work, we extract and analyze the core of the Bitcoin protocol, which we term the Bitcoin backbone, and prove three of its fundamental properties which we call Common Prefix, Chain Quality, and Chain Growth in the static setting where the number of players remains fixed. Our proofs hinge on appropriate and novel assumptions on the “hashing power” of the protocol participants and their interplay with the protocol parameters and the time needed for reliable message passing between honest parties in terms of computational steps. A takeaway from our analysis is that, all else being equal, the protocol’s provable tolerance in terms of the number of adversarial parties (or, equivalently, their “hashing power” in our model) decreases as the duration of a message passing round increases. Next, we propose and analyze applications that can be built “on top” of the backbone protocol, specifically focusing on Byzantine agreement (BA) and on the notion of a public transaction ledger. Regarding BA, we observe that a proposal due to Nakamoto falls short of solving it, and present a simple alternative which works assuming that the adversary’s hashing power is bounded by 1/3. The public transaction ledger captures the essence of Bitcoin’s operation as a cryptocurrency, in the sense that it guarantees the liveness and persistence of committed transactions. Based on this notion, we describe and analyze the Bitcoin system as well as a more elaborate BA protocol and we prove them secure assuming the adversary’s hashing power is strictly less than 1/2. Instrumental to this latter result is a technique we call 2-for-1 proof-of-work (PoW) that has proven to be useful in the design of other PoW-based protocols.",1562,70,International Conference on the Theory and Application of Cryptographic Techniques,"Mathematics, Computer Science","JournalArticle, Conference",2015-04-26,Journal of the ACM,9b5618e4d3295ac642e03681e3b9c7bf6db265e3,"{""DBLP"": ""journals/iacr/GarayKL14"", ""MAG"": ""2952669507"", ""DOI"": ""10.1145/3653445"", ""CorpusId"": 2746042}",True,https://dl.acm.org/doi/pdf/10.1145/3653445,bitcoin,1
6,Monetary Policy and Bitcoin,Sören Karau,['Sören Karau'],2023,https://www.semanticscholar.org/paper/7c571fefa57c3dc36f01918726f2f9824f87abbb,"Bitcoin was conceptualized in response to perceived shortcomings in the monetary and financial system, not only related to large financial institutions but also to discretionary decision making in monetary policy. Using high-frequency data and a weekly proxy VAR model, I study the impact of monetary policy on Bitcoin. The paper shows that monetary shocks have sizable effects on Bitcoin prices, but that these differ in sign: a disinflationary monetary tightening by the ECB lowers valuations – consistent with the notion of Bitcoin as a digital gold –, whereas a Fed tightening increases Bitcoin prices. I document similar differences with respect to central bank information shocks and explore potential explanations by studying various aspects of the Bitcoin ecosystem. Exploiting both differences in Bitcoin valuations across currencies and blockchain transaction data, the paper shows that the increased demand for Bitcoin following a US monetary tightening is primarily driven by emerging markets. I argue that this likely reflects the technological and institutional particularities of Bitcoin that make it sought after as global digital cash when international economic and financial conditions deteriorate.",34,112,Social Science Research Network,None,JournalArticle,2023-10-01,SSRN Electronic Journal,7c571fefa57c3dc36f01918726f2f9824f87abbb,"{""DOI"": ""10.2139/ssrn.3988527"", ""CorpusId"": 245471762}",False,,bitcoin,1
7,Are Bitcoin and Gold a Safe Haven during COVID-19 and the 2022 Russia–Ukraine War?,"Ihsan Erdem Kayral, A. Jeribi, S. Loukil","['Ihsan Erdem Kayral', 'A. Jeribi', 'S. Loukil']",2023,https://www.semanticscholar.org/paper/6b95e2dba7f133a5dc5cc76f5bb00c59e2395d64,"Our investigation strives to unearth the best portfolio hedging strategy for the G7 stock indices through Bitcoin and gold using daily data relevant to the period 2 January 2016 to 5 January 2023. This study uses the DVECH-GARCH model to model dynamic correlation and then compute optimal hedge ratios and hedging effectiveness. The empirical findings show that Bitcoin and gold were rather effective hedge assets before COVID-19 and diversifiers during the pandemic and Russia–Ukraine war. From hedging effectiveness perspectives, gold and Bitcoin are safe-haven assets, and the investment risk of G7 stock indices could be hedged by taking a short position during thepandemic period and war except for the pair Nikkei/Gold. Additionally, gold beats Bitcoin in terms of hedging efficiency. We thus demonstrate the central role of Bitcoin and gold as financial market participants, particularly during market turmoil and downward movements. Our findings can be of interest to investors, regulators, and governments to take into consideration the role of Bitcoin in financial markets.",44,82,Journal of Risk and Financial Management,Medicine,JournalArticle,2023-04-02,Journal of Risk and Financial Management,6b95e2dba7f133a5dc5cc76f5bb00c59e2395d64,"{""DOI"": ""10.3390/jrfm16040222"", ""CorpusId"": 257944059}",True,https://www.mdpi.com/1911-8074/16/4/222/pdf?version=1680484812,bitcoin,1
8,The non-fungible token (NFT) market and its relationship with Bitcoin and Ethereum,Lennart Ante,['Lennart Ante'],2021,https://www.semanticscholar.org/paper/9b15af42da395c6db6e5814f3da522ab58bf52a4,"Non-fungible tokens (NFTs) are transferrable rights to digital assets, such as art, in-game items, collectables, or music. The phenomenon and its markets have grown significantly since early 2021. We investigate the interrelationships between NFT sales, NFT users (unique active blockchain wallets), and the pricing of Bitcoin (BTC) and Ether (ETH). Using daily data between January 2018 and April 2021, we show that a Bitcoin price shock triggers an increase in NFT sales. Also, Ether price shocks reduce the number of active NFT wallets. The results suggest that (larger) cryptocurrency markets affect the growth and development of the (smaller) NFT market, but there is no reverse effect.",258,42,Social Science Research Network,Business,None,2021-06-06,SSRN Electronic Journal,9b15af42da395c6db6e5814f3da522ab58bf52a4,"{""MAG"": ""3190823590"", ""DOI"": ""10.2139/ssrn.3861106"", ""CorpusId"": 238784447}",False,,bitcoin,1
9,Predicting Bitcoin Prices Using Machine Learning,"Athanasia Dimitriadou, A. Gregoriou","['Athanasia Dimitriadou', 'A. Gregoriou']",2023,https://www.semanticscholar.org/paper/17468b7092a2e5fc0f09d194026aae7252fe644a,"In this paper we predict Bitcoin movements by utilizing a machine-learning framework. We compile a dataset of 24 potential explanatory variables that are often employed in the finance literature. Using daily data from 2nd of December 2014 to July 8th 2019, we build forecasting models that utilize past Bitcoin values, other cryptocurrencies, exchange rates and other macroeconomic variables. Our empirical results suggest that the traditional logistic regression model outperforms the linear support vector machine and the random forest algorithm, reaching an accuracy of 66%. Moreover, based on the results, we provide evidence that points to the rejection of weak form efficiency in the Bitcoin market.",39,31,Entropy,"Computer Science, Medicine",JournalArticle,2023-05-01,Entropy,17468b7092a2e5fc0f09d194026aae7252fe644a,"{""DBLP"": ""journals/entropy/DimitriadouG23"", ""PubMedCentral"": ""10216962"", ""DOI"": ""10.3390/e25050777"", ""CorpusId"": 258635389, ""PubMed"": ""37238531""}",True,https://www.mdpi.com/1099-4300/25/5/777/pdf?version=1683704140,bitcoin,1
10,Diversification evidence of bitcoin and gold from wavelet analysis,"Rubaiyat Ahsan Bhuiyan, Afzol Husain, Changyong Zhang","['Rubaiyat Ahsan Bhuiyan', 'Afzol Husain', 'Changyong Zhang']",2023,https://www.semanticscholar.org/paper/351363f0406ef13556da250ef1e30cb6a4013cbc,"To measure the diversification capability of Bitcoin, this study employs wavelet analysis to investigate the coherence of Bitcoin price with the equity markets of both the emerging and developed economies, considering the COVID-19 pandemic and the recent Russia-Ukraine war. The results based on the data from January 9, 2014 to May 31, 2022 reveal that compared with gold, Bitcoin consistently provides diversification opportunities with all six representative market indices examined, specifically under the normal market condition. In particular, for short-term horizons, Bitcoin shows favorably low correlation with each index for all years, whereas exception is observed for gold. In addition, diversification between Bitcoin and gold is demonstrated as well, mainly for short-term investments. However, the diversification benefit is conditional for both Bitcoin and gold under the recent pandemic and war crises. The findings remind investors and portfolio managers planning to incorporate Bitcoin into their portfolios as a diversification tool to be aware of the global geopolitical conditions and other uncertainty in considering their investment tools and durations.",35,139,Financial Innovation,Medicine,JournalArticle,2023-06-01,Financial Innovation,351363f0406ef13556da250ef1e30cb6a4013cbc,"{""PubMedCentral"": ""10232353"", ""DOI"": ""10.1186/s40854-023-00495-1"", ""CorpusId"": 258991994, ""PubMed"": ""37275624""}",True,https://jfin-swufe.springeropen.com/counter/pdf/10.1186/s40854-023-00495-1,bitcoin,1
