"author","authorUri","rating","title","content","votes","date","id","version","voteSum","ordenacao","ordenacao_nome"
"TSanSilva","https://itunes.apple.com/br/reviews/id1693950973","5","Excelente","App muito bom, apesar de alguns problemas com a Internet, foram resolvidos a tempo. Fácil utilização e muito intuitivo","0","2025-11-04T04:18:24-07:00","13355110314","3.6.0","0","3","Melhores avaliadas"
"Gelson 33","https://itunes.apple.com/br/reviews/id1656355458","5","Maravilhoso","Nota mil","0","2025-08-31T18:50:49-07:00","13084486615","3.5.6","0","3","Melhores avaliadas"
"goriladocerrado","https://itunes.apple.com/br/reviews/id616010921","5","Corretora excelente","Uso há anos! Sempre me atendeu muito bom. Obrigado equipe NovaDax","0","2025-08-22T08:28:55-07:00","13047554615","3.5.5","0","3","Melhores avaliadas"
"Kiozone","https://itunes.apple.com/br/reviews/id1776297996","5","Melhor do Brasil","Top 1","0","2025-06-07T14:28:14-07:00","12747976452","3.5.3","0","3","Melhores avaliadas"
"Daniel Magela","https://itunes.apple.com/br/reviews/id1383101277","5","Super recomendo","A NovaDAX chegou para revolucionar, na minha opinião e o melhor nesse nicho de criptomoedas com ela pode ser  receber,vender e negociar.","0","2025-05-15T04:15:06-07:00","12658346062","3.5.3","0","3","Melhores avaliadas"
"KaledN","https://itunes.apple.com/br/reviews/id1551788410","4","Mostrar % de lucro/ perda","O aplicativo não mostra o quanto já ganhei ou perdi. Seria interessante exibir.","0","2025-05-10T12:13:07-07:00","12641687261","3.5.3","0","3","Melhores avaliadas"
"Carlindo Lago","https://itunes.apple.com/br/reviews/id477244954","1","Não aceitam documentos válidos","Péssimo serviço. Não aceitam RG válido, o que é um absurdo e certamente ilegal. A concorrência agradece.","0","2025-07-14T10:32:30-07:00","12891436470","3.5.4","0","3","Melhores avaliadas"
"Junior Gracchia","https://itunes.apple.com/br/reviews/id109054989","1","Pessimo, tem muito a melhorar","Taxas altas, limites, grafico pessimo. Sem contar que toda hora precisa fazer login, pleno 2025 🙄.","0","2025-07-02T10:11:38-07:00","12844178312","3.5.4","0","3","Melhores avaliadas"
"junior sombra 123","https://itunes.apple.com/br/reviews/id1288313209","1","Ruim","Taxas muito alta, não tem atendimento on-line dia de final de semana","0","2025-05-10T04:56:39-07:00","12640273023","3.5.3","0","3","Melhores avaliadas"
"Pereira Yorphy","https://itunes.apple.com/br/reviews/id1569647953","1","Horrível","Muito ruim de sacar, tem limite de valor, cobram uma taxa absurda completamente desproporcional, praticamente 46% de todo o valor em taxas, não baixem!","0","2025-05-07T05:36:40-07:00","12629419728","3.5.2","0","3","Melhores avaliadas"
