author,rating,title,content,votes,date
Mlbr0000013467,2,Flexgas Don’t work,Priority fee too low … I lost my time. Flexgas is fake.,0,2025-11-23T00:04:14-07:00
gibugiatto,5,Best wallet,"TW é a minha carteira preferida, muito funcional e rápida",0,2025-11-17T05:22:53-07:00
Gil8060,1,Scam,"The user reported an issue with stolen funds from their Trust Wallet. They initially requested to open a ticket and selected 'Security Issues (Report Phishing Scam/Fraudulent activity)' as the main category and 'Unauthorized Withdrawal from my Wallet/ Stolen Funds' as the subcategory. Details provided: - Trust- App/Extension Used: Mobile App (inferred from URL and app version screenshot) - Trust Wallet App Version: Version 11.53.0 (1398) - Connected ) Detailed Explanation: The user installed the Trust Wallet app, purchased BNB and USDT. They met someone virtually via WhatsApp who presented a link to a project within the app promising daily earnings. The user invested 5,000 euros with daily earnings of up to 2%. They were later presented with a 'birthday bonus' of 28,000 euros. Upon attempting to withdraw this amount, they were informed of a required German fee of approximately 5,800 euros (or USDT). Subsequently, the entire balance was debited from their wallet. The user added more USDT to cover the fee, and this amount was also debited. Later, they were informed of another fee of 2,800 dollars (US fee). The user deposited all their money, but their investment was not returned. The individual on WhatsApp continues to ask for more deposits to release investments and earnings, and even suggested inviting friends and family to invest. The user has invested around 10,000 euros and cannot recover their funds. They have screenshots of the app and WhatsApp conversations.",0,2025-10-24T18:57:52-07:00
Kaomega,1,Bugada a carteira,Ajeitem na partes das moedas não estão parecendo valor não…,0,2025-10-16T16:30:59-07:00
3kPROJECT,1,Meus fundos sumiram,"Meus fundos sumiram da minha carteira e nao consigo suporte para falar com vcs,nao fiz transações nenhuma e do dia para noite meu dinheiro sumil da carteira ,nao tem extratos d transaçoes nem no app nem na blockcahin",0,2025-10-12T19:52:34-07:00
pedroh20,3,Asset Hub KSM,Onde está a atualização do Asset Hub Kusama? Não aparece o saldo na conta,0,2025-10-08T14:28:55-07:00
Log 1234 log,1,Download interrompido no 6s,"Não faz download no iPhone 6s. E agora o que fazer preciso transferir para outro celular, perdi tudo ???",0,2025-09-22T18:53:53-07:00
Pedro35521,1,Atualização deixando app lento,"A última atualização que fizeram deixou o aplicativo extremamente lento e ruim de usar, poderia lançar uma atualização e concertar né… Uso iPhone e está bem ruim de usar.",0,2025-09-19T17:57:23-07:00
Mrcojoness,2,Updated to destroy,"Don’t know what you guys were thinking when decided to put this massive update on the app. The app now is ULTRA heavy. Even with a 15 pro max the app is super slow to load the wallets and change btw wallets. 
Really really disappointed",0,2025-09-16T14:21:40-07:00
Gabriel Amantini,1,Wallet bug,"My founds have despaired from  the earn section of my wallet. I check on chain and my money still on the aave bsc protocol but I can’t access. The support is terrible, is a chatbot that can’t help in anything",0,2025-09-09T07:57:19-07:00
User_11123,1,Crashing at opening,Simply doesn’t open,0,2025-09-05T17:14:24-07:00
lucianocol,1,Usdt,Depositei usdt e sumiu no mesmo instante. Golpe recorrente.,0,2025-08-26T06:28:28-07:00
Mkvendas2006,1,Stake KSM,"Bugou a KSM quando tá em stake, não deixa sacar ou realocar!!",0,2025-07-09T16:24:26-07:00
TíciaMuller,5,Sumiu meu dinheiro,"Tinha dinheiro lá e sumiu, e não consigo falar com ninguém",0,2025-06-20T18:05:07-07:00
ivam maxys,1,Roubo,"Vocês não tem segurança alguma na carteira. Estão esvaziando meu saldo de usdt todos os dias. Oque vcs irão fazer a respeito? 
Isso não é justo. Eu estou sendo roubado dentro da carteira de vocês. 
Quero meu dinhero de volta. 
Eu não fiz nenhum envio de usdt",0,2025-04-20T21:36:28-07:00
20Harry,2,Uglier with each update,"Uglier with each update 
The layout is getting uglier every day",0,2025-04-18T02:49:04-07:00
Lalecu,5,Tudo,"Muito bom
Gostei demais",0,2025-02-21T09:16:55-07:00
NiltonCCF,1,NÃO CONSIGO SACAR MINHAS XRP,"Depositar tá fácil, agora tirar o dinheiro tá difícil. Não tá enviando para Binance nem a pa*.. Xrp tá lá parada",0,2025-02-18T10:41:01-07:00
diogosf81,4,A melhor carteira! Mas não estou conseguindo fazer o upload da última atualização!,"A melhor carteira para cripto!
Mas não consigo fazer o upload da última atualização! 
Por favor, consertem!",0,2025-02-18T01:37:29-07:00
