author,rating,title,content,votes,date
higorhms,5,higor,bom demais,0,2025-11-18T03:56:41-07:00
ftoquet,5,Best one,The Perfect one app for risk market,0,2025-11-01T07:49:21-07:00
Rido@,5,Excelente,Muito Boa Corretora Para Crypto E Nos Orienta E Informa Da Maneira Adequada!,0,2025-10-18T02:13:55-07:00
Felipe Laraaa,5,Sem widget,"Aplicativo ótimo e completo!! Porém, está sem widget depois das atualizações. Não sei se foi algo proposital ou por engano. Se for proposital, uma pena!  Se foi um erro, que erro problemático, fiquei achando que era meu celular ou algo assim.",0,2025-09-02T17:24:56-07:00
Calango mago,1,Removeram os widget com atualização.,Agora não consigo mais ver na minha tela principal o valor de mercado. Parabéns!,0,2025-08-06T15:04:20-07:00
Ryomen yagami,5,Melhor app,"Do seguimento de monitorar bitcoin, esse é o melhor app que já usei, parabéns aos devs e a comunidade",0,2025-07-15T02:07:48-07:00
junior sombra 123,1,When will you update $BOB? Missing to include in markets:,"@CoinMarketCap @coingecko 

When will you update $BOB? Missing to include in markets: 

@HTX_Global @Poloniex @MEXC_Official 

@BOB_bnbbuilder",0,2025-06-06T21:12:18-07:00
Dangelord1,5,Excelente!!!!,"Tem muita credibilidade, as informações são verdadeiras e verdadeiras e importantes para tomadas de decisão!!!!",0,2025-05-01T03:33:18-07:00
DanielCurcioCabral,1,"Lixo, adiciono o ativo, mas não soma, bug!","Lixo, adicionamos o ativo e não soma. Erro de versão primária.",0,2025-04-02T18:19:31-07:00
ggoggigguff,5,Yes,"App muito bom, com muitas funções que outros não tem é muito ágio!!!
E dá pra usar para tudo e muito mais.",0,2025-03-03T14:39:09-07:00
olipe_mts,5,Recomedação,"Só falta a opção de salvar tópicos, artigos, posts, etc. As vezes é difícil lembrar onde se viu certos conteúdos.😉👍🏼",0,2025-02-28T07:18:35-07:00
jose mendes val,5,Excelente,10,0,2025-01-26T19:19:52-07:00
Bruno Guerreiro de Moraes,5,"Super, o melhor",Melhor que isso só dois disso.,0,2025-01-19T23:38:26-07:00
Wwwwtl,3,Baum,Mas…,0,2025-01-18T18:39:21-07:00
Arthur Cuiabá,5,Excelente aplicativo,Excelente aplicativo para ver em tempo real criptomoedas.,0,2025-01-16T02:46:14-07:00
Mayconpabx,5,Aplicativo completo,Parabéns aos responsáveis pelo aplicativo mais completo do mundo cripto da atualidade! Layout moderno e intuitivo! Só elogios!,0,2025-01-02T16:01:21-07:00
Elvis cma,3,Errro,As informações no gráfico estão erradas 25/12/24 quando coloca brl o gráfico tá bulg,0,2024-12-25T14:39:46-07:00
Fred_Delano,5,"A primeira vista, o melhor programa de Criptos",Acho que vou me aprofundar e buscar informações seguras e em tempo real das criptos. Muito bem elaborado. Parabéns a equipe,0,2024-12-22T14:42:43-07:00
Joni009,5,The best,O melhor app para acompanhar preço das criptos,0,2024-12-13T12:07:10-07:00
Nana01091910,3,Saque,Como faço para sacar meu lucro?,0,2024-11-30T17:00:08-07:00
mdsGUH,3,app todo bugado,"não mostra o gráfico mais, e não mostra o valor que foi pago na criptomoeda quando foi comprada na época.",0,2024-11-26T10:47:34-07:00
Júnio Batista,5,Fantástico,Gostei muito do app pra acompanhar o andamento das criptos.. Só faltou um weget bom!,0,2024-11-19T12:35:01-07:00
joaobrussel,5,Top a melhor !!,"Nunca usei uma igual , obrigado",0,2024-11-17T14:05:28-07:00
Alexpersonaltrainer,5,Excelente,Muito bom,0,2024-11-06T02:16:11-07:00
verassani,1,Não é confiável…,"O aplicativo não mostra corretamente o ranking das moedas… Ele mostra o ranking pelo marketcap da moeda, porém, moedas com MC menor estão em posições acima…",0,2024-10-12T17:58:59-07:00
zezinhoskipper,1,O desenvolvedor e estremamente desatualizado precisa ser trocado,A meses que todos estao reclamando falando que nao esta fazendo conversao mais o desenvolvedor paresse que dorme,0,2024-09-30T07:59:19-07:00
Ypisolon,5,Indicador diário.,"Muito bom, para rapidamente se ter ideia da movimentação e diversos índices dos criptoativos, agregando outros indicadores referenciais ao mercado bem como notícias, comunidades...
Indispensável!",0,2024-09-28T05:18:31-07:00
Duda@1008,5,Coin,Espetacular 👏🏻👏🏻,0,2024-09-19T04:57:52-07:00
Snoopol,5,O melhor,Muito bom pra acompanhar as cryptos,0,2024-08-28T18:39:45-07:00
@Igorsnunes7,5,Excelente,"Uma das melhores plataforma, bem completa.",0,2024-06-25T08:47:24-07:00
xbarrossx,1,Visão geral,Não está saindo com o valor correto,0,2024-06-20T08:40:10-07:00
mtt bom e rapido,3,Diamantes e Recompensas,"Foi feito um email para a equipe coinmarketcap, a respeito dos diamantes e suas recompensas, entro no app todo dia para pegar os diamantes, ta tenho mais de mil, porém ele pede uma verificação por email, em que ja pedi o código varias vezes mas não chega nunca, ja verifiquei na caixa de email principal onde foi inscrito o email no app e criado a conta, nos rascunhos, lixeira, spam, porém não nada… infelizmente eles falam pra pedir sempre o mesmo código porém nunca chega no email cadastrado.",0,2024-06-06T16:02:07-07:00
Ronny Am,5,The best,"The best app to analize cryptocurrency.
You can see charts and save your favorite coins to check them easilly.",0,2024-05-30T21:53:05-07:00
Coisudinho,3,Widget problem,Blank widgets,0,2024-05-21T08:37:01-07:00
Dnlgomes,4,Traduçao,Meu app nao traduz os comentarios para portugues. Quando clico em traduzir ele nao muda nada e nem aparece a traduçao em baixo,0,2024-04-23T02:45:23-07:00
ElserDiogo,5,Prático,Bem organizado e útil,0,2024-04-18T08:27:32-07:00
Nicks2Prih,3,"Estava perfeito, até que…","Os gadgets pararam de funcionar, simples assim. O app é excelente mas sem os atalhos fazem uma grande diferença!",0,2024-03-26T17:45:23-07:00
Linha71,1,Pessimo,Não consigo retirar o lucro obtido.,0,2024-03-14T19:38:56-07:00
Vagnner Maia,5,Vagnner Maia,Ótimo App,0,2024-03-08T15:14:42-07:00
Helioraf71,5,App completo!,Tudo do universo cripto em um só lugar. Top!!,0,2024-01-21T08:59:14-07:00
mlljk,1,Xmas is over,Why still the Xmas theme?,0,2024-01-14T05:47:02-07:00
Márcio Heleno 1,5,Melhor plataforma cripto,Excepcional plataforma!👍🏻👍🏻👍🏻,1,2024-01-01T15:23:48-07:00
Danilo Maschette,5,Excelente,"Perfeito,com ela consigo analisar todas as minhas moedas e ainda ficar por dentro das novidades!",0,2024-01-01T11:15:42-07:00
Victor A. B. Silva,1,Não consigo ler as notícias,Depois das últimas atualizações o aplicativo não abre mais as matérias com notícias sobre o mercado e apresenta um erro 404 :(,0,2023-12-22T13:09:10-07:00
