author,rating,title,content,votes,date
Tiagoc95,1,Taxas muito altas.,transferi bitcoins entre carteiras e quase 10% foram de taxas.,0,2025-12-01T07:21:46-07:00
Mathias Chassot,1,Experiência péssima,"O app permite que você envie o dinheiro sem, necessariamente, cadastrar uma forma de retirar ele. Pois então, coloquei R$500 reais e até tive lucro, porém, o app está há mais de um mês para ""realizar a verificação"" dos meus documentos a fim de cadastrar o cartão para retirar o dinheiro. Nesse tempo, passou a alta das moedas e estou num prejuízo enorme, por puro descaso da equipe que avalia os documentos. Contatei o suporte diversas vezes e só me foi passado que eu deveria ""continuar esperando"", vergonhoso.",0,2025-11-24T08:56:22-07:00
Alvin.84,5,Rewards Hub,As missões que são diamantes todos os dias agora estão aqui.,0,2025-11-10T17:09:04-07:00
Dr. Álvaro,5,Fácil,Completo e fácil de usar.,0,2025-11-04T03:33:22-07:00
hilariogurgel,5,Muito top,Muito top,0,2025-11-02T07:59:31-07:00
Gabriel HL98,1,Não libero acesso na conta,"Minha conta ficou restrita do nada para entrar pedindo para enviar novo documento e face, tento fazer e não vai de jeito nenhum! Só fica falado que a qualidade tá ruim, que vai ser analisado e vou receber email enquanto isso tento entra de novo e aparece tudo de novo, enquanto isso eu perdendo baixa do BTC para comprar, vou para outra corretora e depois transferir ativos 😫",0,2025-10-25T07:57:28-07:00
Julitos1979,1,Péssimo,"Simplesmente você paga por uma assinatura e o produto não funciona. O suporte é horrível, e apesar do layout ser bonito, é só o que esse app e o cartão são: bonitinhos, inúteis e vão fazer você perder dias em suporte sem fim, e sem solução pro seu problema. Conversar com uma porta seria mais útil.",0,2025-10-22T00:50:31-07:00
Andrew-br,4,Near perfect,It’s awesome. But the spread could be way better for users.,0,2025-10-18T16:58:32-07:00
Robpedroso,5,Ótimo APP,Me ajuda muito na vida financeira,0,2025-10-11T06:05:13-07:00
Savedrablack,5,O código está funcionando c826dkdkdu,"Porém vc tem que fazer uma compra de cripto e usar o código c826dkdkdu , com esse código dá certo sim eu ganhei 25 reais! Depois de uma transação!",0,2025-10-01T22:11:17-07:00
ysnigou,3,Bugs no iOS,"Aplicativo não funciona corretamente no iOS 18
O saldo não atualiza corretamente de acordo com a oscilação das moedas, fora que na opção do stake quando clico o aplicativo trava e fecha! Pfv corrijam o mais rápido isso pois é frustrante vc ter investimento em plataformas com determinados inconsistências",0,2025-09-28T16:34:20-07:00
Andre.Ribeiro,5,Não abre,"Já removi e instalei novamente e mesmo não abre, fica travado no logo",0,2025-09-17T15:48:23-07:00
Ai Pucaraio,1,Updates mandatory,"Forced to update the app, causing expensive roaming charges while abroad",0,2025-09-17T06:21:49-07:00
hnrique,1,Não consigo usar meu cartão de crédito,Clico em details e nao aparece nada,0,2025-09-13T15:42:07-07:00
José Olímpio,1,iPhone 6s,"Obrigado por me responder, a dificuldade que encontrei foi na hora da compra, quando entro na página de compra, a página fica no modo de transição e fica repetindo sem parar

Vou tentar explicar: no canto esquerdo superior, da início a página, mas a página pequena, mais ou menos uns 10x20 mm e aumenta no tamanho da tela do iPhone 6s, mas não parar de fazer este movimento de transição de página e até pra voltar dá 

Espero que vocês arrume isto para iPhone 6s, porque eu curti muito o app, acabei desinstalando, porque ficou impossível de fazer compras ou vendas para iPhone 6s 

Gratidão pelo atendimento",0,2025-09-13T09:16:24-07:00
Quem pensa,5,Ganhe com meu código,rfdrkd9wju,0,2025-09-02T06:28:43-07:00
TTAAT09,5,10,10,0,2025-08-18T01:37:37-07:00
dstrsxd gdf,5,Rumo a $100 em 2030,Rumo a $100 em 2030,0,2025-08-02T21:44:41-07:00
Klepperjason,1,Carroça,Esse app é uma carroça,0,2025-07-28T07:57:04-07:00
Edison Aquiles,1,Me sinto lesado,Não avalio com zero porque não há a opção. Fiz staking de um valor e implicaram com meu endereço e não liberaram meu cartão já há quase uma semana. O suporte diz apenas que devo aguardar mas não existe um prazo. Meu endereço é o mesmo que uso para todos os meus cartões e documentos. Me sinto enganado e lesado. Não recomendo.,0,2025-07-24T03:49:04-07:00
jotaze1,1,cheio de bugs e erros,nao consigo sacar meu dinheiro que foi investido nessa corretora.,0,2025-07-21T06:21:08-07:00
Badgesse,1,Absurdo taxas exploratórias,Querem uma taxa de 150 Dólares para recuperar uma transferência de 100 dólares. Absurdo. Não recomendo.,0,2025-07-20T10:40:09-07:00
